Journey ID,Node ID,Campaign / Segment / Controller Name, Channel / Segment / Controller Type, Moved Forward,Moved Forward via Yes,Moved Forward via No,Moved Forward via Node Timeout,Goal 1 Conversions,Total Sent,Total Viewed,Total Clicked,Errors
1440,2,LTR/RPC=1,Action,243959,243959.0,,,,,,,
1440,4,D0,Push,243843,,,,,210178.0,195054.0,6324.0,10675.0
1440,4,D0,Push,243843,,,,,17123.0,0.0,770.0,3742.0
1440,7,Ride 2 Complete?,Action,285441,72154.0,,213287.0,,,,,
1440,10,D0,Push,128840,,,,,110719.0,103051.0,5627.0,5249.0
1440,10,D0,Push,128840,,,,,9760.0,0.0,807.0,2053.0
1440,13,Ride 3 Complete?,Action,131402,50583.0,,80819.0,,,,,
1440,161,D0,Push,70650,,,,,60444.0,56279.0,3133.0,2722.0
1440,161,D0,Push,70650,,,,,5650.0,0.0,419.0,1192.0
1440,16,D1,Push,80743,,,,,67832.0,60714.0,1346.0,5029.0
1440,16,D1,Push,80743,,,,,6016.0,0.0,239.0,1296.0
1440,19,Ride 3 Complete?,Action,57066,18464.0,,38602.0,,,,,
1440,22,D2,Push,38565,,,,,33210.0,28186.0,277.0,1704.0
1440,22,D2,Push,38565,,,,,2857.0,0.0,49.0,493.0
1440,25,Ride 3 Complete?,Action,1610,1610.0,,0.0,,,,,
1440,31,Ride 4 Complete?,Action,59868,34969.0,,24899.0,,,,,
1440,155,D0,Push,40591,,,,,34658.0,32300.0,2176.0,1512.0
1440,155,D0,Push,40591,,,,,3374.0,0.0,273.0,712.0
1440,34,D1,Push,24828,,,,,20853.0,18484.0,510.0,1486.0
1440,34,D1,Push,24828,,,,,1974.0,0.0,84.0,365.0
1440,37,Ride 4 Complete?,Action,10248,5451.0,,4797.0,,,,,
1440,40,D2,Push,4793,,,,,4131.0,3441.0,41.0,239.0
1440,40,D2,Push,4793,,,,,334.0,0.0,1.0,55.0
1440,43,Ride 4 Complete?,Action,176,176.0,,0.0,,,,,
1440,49,Ride 5 Complete?,Action,35588,25799.0,,9789.0,,,,,
1440,149,D0,Push,27535,,,,,23696.0,21929.0,872.0,912.0
1440,149,D0,Push,27535,,,,,2255.0,0.0,89.0,453.0
1440,52,D1,Push,9777,,,,,8308.0,7316.0,71.0,478.0
1440,52,D1,Push,9777,,,,,807.0,0.0,10.0,129.0
1440,55,Ride 5 Complete?,Action,2723,1699.0,,1024.0,,,,,
1440,58,D2,Push,1022,,,,,895.0,747.0,10.0,36.0
1440,58,D2,Push,1022,,,,,79.0,0.0,3.0,5.0
1440,61,Ride 5 Complete?,Action,38,38.0,,0.0,,,,,
1440,67,Ride 6 Complete?,Action,17619,15013.0,,2606.0,,,,,
1440,143,D0,Push,15471,,,,,13424.0,12400.0,384.0,438.0
1440,143,D0,Push,15471,,,,,1259.0,0.0,47.0,236.0
1440,70,D1,Push,2604,,,,,2184.0,1869.0,54.0,137.0
1440,70,D1,Push,2604,,,,,221.0,0.0,3.0,30.0
1440,73,Ride 6 Complete?,Action,459,459.0,,0.0,,,,,
1440,79,Ride 7 Complete?,Action,4151,0.0,,4151.0,,,,,
1440,139,D0,Push,1469,,,,,1284.0,1166.0,37.0,39.0
1440,139,D0,Push,1469,,,,,112.0,0.0,2.0,21.0
1440,82,D1,Push,4150,,,,,3507.0,3118.0,99.0,233.0
1440,82,D1,Push,4150,,,,,323.0,0.0,11.0,56.0
1440,85,Ride 7 Complete?,Action,1469,1469.0,,0.0,,,,,
1440,91,Ride 8 Complete?,Action,718,706.0,,12.0,,,,,
1440,135,D0,Push,708,,,,,626.0,560.0,24.0,25.0
1440,135,D0,Push,708,,,,,44.0,0.0,2.0,8.0
1440,94,D1,Push,11,,,,,10.0,10.0,0.0,2.0
1440,94,D1,Push,11,,,,,0.0,0.0,0.0,0.0
1440,97,Ride 8 Complete?,Action,2,2.0,,0.0,,,,,
1440,103,Ride 9 Complete?,Action,338,334.0,,4.0,,,,,
1440,131,D0,Push,334,,,,,300.0,261.0,10.0,12.0
1440,131,D0,Push,334,,,,,18.0,0.0,2.0,2.0
1440,106,D1,Push,4,,,,,3.0,2.0,0.0,1.0
1440,106,D1,Push,4,,,,,0.0,0.0,0.0,0.0
1440,109,Ride 9 Complete?,Action,0,0.0,,0.0,,,,,
1440,116,Milestone Complete?,Action,192,191.0,,1.0,,,,,
1440,120,D1,Push,1,,,,,1.0,0.0,0.0,0.0
1440,120,D1,Push,1,,,,,0.0,0.0,0.0,0.0
1440,123,Milestone Complete?,Action,0,0.0,,0.0,,,,,
1440,163,D1,Push,213020,,,,,178412.0,159145.0,2207.0,14891.0
1440,163,D1,Push,213020,,,,,15056.0,0.0,309.0,3168.0
1440,166,Ride 2 Complete?,Action,260639,44826.0,,215813.0,,,,,
1440,170,D2,Push,215641,,,,,181591.0,154563.0,2571.0,13762.0
1440,170,D2,Push,215641,,,,,15448.0,0.0,309.0,3095.0
1440,173,Ride 2 Complete?,Action,11890,11890.0,,0.0,,,,,
